Estacao,Data,Hora,TempMaximaMedia,TempCompensadaMedia,TempMinimaMedia,
82795,31/05/1999,0000,27.964516,23.387097,20.625806,
82795,30/06/1999,0000,27.853333,22.748667,19.46,
82795,31/07/1999,0000,26.193548,21.54,18.512903,
82795,31/08/1999,0000,26.680645,21.516129,18.129032,
82795,30/09/1999,0000,28.156667,22.590667,19.3,
82795,31/10/1999,0000,29.496774,23.45871,19.919355,
82795,30/11/1999,0000,30.896667,24.549333,20.903333,
82795,31/12/1999,0000,29.932258,24.425161,21.351613,
82795,31/01/2000,0000,29.793548,24.269677,21.167742,
82795,29/02/2000,0000,30.237931,24.67931,21.448276,
82795,31/03/2000,0000,29.935484,24.734194,21.632258,
82795,30/04/2000,0000,28.746667,23.851111,20.862963,
82795,31/05/2000,0000,27.558065,23.172903,20.090323,
82795,30/06/2000,0000,25.623333,,19.373333,
82795,31/07/2000,0000,24.683871,,18.974194,
82795,31/08/2000,0000,25.6,,18.851613,
82795,30/09/2000,0000,26.176667,,19.363333,
82795,31/03/2001,0000,29.96129,,21.283871,
82795,30/04/2001,0000,28.336667,,20.976667,
82795,31/10/2001,0000,29.554839,23.644516,20.283871,
82795,30/11/2001,0000,30.723333,24.374,20.77,
82795,31/12/2001,0000,30.434483,24.682963,21.489286,
82795,31/01/2002,0000,29,24.082069,21.363333,
82795,28/02/2002,0000,30.574074,24.682963,21.282143,
82795,31/03/2002,0000,29.380645,24.327333,21.203333,
82795,30/04/2002,0000,29.753571,24.501481,21.326667,
82795,31/05/2002,0000,27.632258,23.68,20.836667,
82795,30/06/2002,0000,25.556667,21.957241,19.503448,
82795,31/07/2002,0000,26.109677,21.905806,19.241935,
82795,31/08/2002,0000,27.016667,21.830667,18.680645,
82795,30/09/2002,0000,29.213333,22.956667,19.343333,
82795,31/10/2002,0000,29.706452,23.457419,19.970968,
82795,30/11/2002,0000,30.463333,24.03,20.553333,
82795,31/12/2002,0000,31.580645,24.996129,21.312903,
82795,31/01/2003,0000,31.741935,25.17871,21.53871,
82795,28/02/2003,0000,29.765385,24.520769,21.367857,
82795,31/03/2003,0000,28.819355,24.228387,21.222581,
82795,30/04/2003,0000,29.496667,24.315333,21.06,
82795,31/05/2003,0000,28.464516,23.808387,20.677419,
82795,30/06/2003,0000,26.373333,22.064,18.966667,
82795,31/07/2003,0000,25.719355,21.25871,18.093548,
82795,31/08/2003,0000,27.619355,22.156774,18.441935,
82795,30/09/2003,0000,28.67,22.775333,19.076667,
82795,31/10/2003,0000,30.213333,23.765161,19.783871,
82795,30/11/2003,0000,31.306667,24.532,20.516667,
82795,31/12/2003,0000,31.406452,24.839355,20.935484,
82795,31/01/2004,0000,29.170968,23.992258,20.987097,
82795,29/02/2004,0000,28.627586,23.908966,20.868966,
82795,31/03/2004,0000,28.964516,24.163226,20.909677,
82795,30/04/2004,0000,28.54,23.863333,20.76,
82795,31/05/2004,0000,26.75,22.89871,19.919355,
82795,30/06/2004,0000,25.15,21.606667,18.983333,
82795,31/07/2004,0000,25.241935,21.134194,18.032258,
82795,31/08/2004,0000,26.725806,21.510323,17.745161,
82795,30/09/2004,0000,28.083333,22.278,18.363333,
82795,31/10/2004,0000,29.703226,23.307742,19.477419,
82795,30/11/2004,0000,30.743333,24.019333,19.77,
82795,31/12/2004,0000,31.145161,24.390323,20.154839,
82795,31/01/2005,0000,31.687097,25.129677,20.922581,
82795,28/02/2005,0000,31.032143,25.366429,21.360714,
82795,31/03/2005,0000,31.641935,25.373548,21.445161,
82795,30/04/2005,0000,29.92,24.752667,21.124138,
82795,31/05/2005,0000,27.674194,23.465806,20.558065,
82795,30/06/2005,0000,24.873333,21.768667,19.353333,
82795,31/07/2005,0000,25.554839,21.28,17.980645,
82795,31/08/2005,0000,25.583871,21.025161,17.893548,
82795,30/09/2005,0000,27.94,22.377333,18.706667,
82795,31/10/2005,0000,29.929032,23.514839,19.496774,
82795,30/11/2005,0000,30.686667,24.178667,20.2,
82795,31/12/2005,0000,30.387097,24.347097,20.512903,
82795,31/01/2006,0000,31.358065,24.737419,20.551613,
82795,28/02/2006,0000,31.635714,25.257857,21.271429,
82795,31/03/2006,0000,30.735484,25.095484,21.66129,
82795,30/04/2006,0000,29.033333,24.462667,21.416667,
82795,31/05/2006,0000,27.96129,23.634194,20.580645,
82795,30/06/2006,0000,26.123333,22.066,19.436667,
82795,31/07/2006,0000,25.980645,21.646452,18.654839,
82795,31/08/2006,0000,26.870968,21.925806,18.725806,
82795,30/09/2006,0000,28.85,22.983333,19.483333,
82795,31/10/2006,0000,30.948387,24.14,20.464516,
82795,30/11/2006,0000,30.665517,24.398,20.72069,
82795,31/12/2006,0000,31.4,24.933548,21.23,
82795,31/01/2007,0000,31.2,25.049032,21.522581,
82795,28/02/2007,0000,31.146429,25.421429,21.885714,
82795,31/03/2007,0000,29.306452,24.375484,21.296774,
82795,30/04/2007,0000,29.903333,24.574,21.356667,
82795,31/05/2007,0000,27.851613,23.443871,20.541935,
82795,30/06/2007,0000,25.833333,21.914667,19.463333,
82795,31/07/2007,0000,25.854839,21.643226,18.709677,
82795,31/08/2007,0000,25.748387,21.205806,18.535484,
82795,30/09/2007,0000,27.156667,21.931333,18.733333,
82795,31/10/2007,0000,29.232258,22.956129,19.519355,
82795,30/11/2007,0000,30.45,24.182667,20.48,
82795,31/12/2007,0000,30.68,24.462581,20.833333,
82795,31/01/2008,0000,30.441935,24.58129,21.122581,
82795,29/02/2008,0000,31.737931,25.332414,21.682759,
82795,31/03/2008,0000,30.825806,24.985161,21.66129,
82795,30/04/2008,0000,28.203333,23.921333,21.166667,
82795,31/05/2008,0000,27.270968,23.256774,20.564516,
82795,30/06/2008,0000,25.626667,21.678667,18.923333,
82795,31/07/2008,0000,24.945161,20.888387,18.264516,
82795,31/08/2008,0000,25.925806,21.214194,18.354839,
82795,30/09/2008,0000,27.98,22.624,19.453333,
82795,31/10/2008,0000,29.783871,23.643871,20.183871,
82795,30/11/2008,0000,30.896667,24.353333,20.646667,
82795,31/12/2008,0000,31.245161,24.788387,21.096774,
82795,31/01/2009,0000,31.2,24.83871,21.193548,
82795,28/02/2009,0000,29,24.140714,21.375,
82795,31/03/2009,0000,29.509677,24.592258,21.845161,
82795,30/04/2009,0000,29.183333,24.423333,21.73,
82795,31/05/2009,0000,27.435484,23.617419,21.270968,
82795,30/06/2009,0000,26.32,22.449333,19.836667,
82795,31/07/2009,0000,25.890323,21.768387,19.46129,
82795,31/08/2009,0000,26.341935,21.794194,19.2,
82795,30/09/2009,0000,28.17,22.76,19.893333,
82795,31/10/2009,0000,30.077419,23.664516,20.235484,
82795,30/11/2009,0000,30.5,24.068,20.73,
82795,31/12/2009,0000,31.009677,24.687742,21.445161,
82795,31/01/2010,0000,29.896774,24.432903,21.687097,
82795,28/02/2010,0000,30.746429,25.212143,22.160714,
82795,31/03/2010,0000,32.554839,25.905161,22.43871,
82795,30/04/2010,0000,30.406897,25.126,22.231034,
82795,31/05/2010,0000,30.183871,24.649677,21.464516,
82795,30/06/2010,0000,27.32,22.986,20.45,
82795,31/07/2010,0000,25.587097,21.563226,18.987097,
82795,31/08/2010,0000,25.867742,21.187742,18.187097,
82795,30/09/2010,0000,27.653333,22.092,18.95,
82795,31/10/2010,0000,30.751613,24.208387,20.751613,
82795,30/11/2010,0000,31.373333,24.484667,20.833333,
82795,31/12/2010,0000,30.758065,24.613548,21.274194,
82795,31/01/2011,0000,30.609677,24.396129,21.122581,
82795,28/02/2011,0000,30.553571,24.76,21.65,
82795,31/03/2011,0000,30.354839,24.819355,21.816129,
82795,30/04/2011,0000,28.803333,23.983333,21.413333,
82795,31/05/2011,0000,26.503226,22.803871,20.522581,
82795,30/06/2011,0000,26.163333,22.093333,19.546667,
82795,31/07/2011,0000,24.641935,20.921935,18.664516,
82795,31/08/2011,0000,26.016129,21.370968,18.425806,
82795,30/09/2011,0000,27.463333,22.129333,18.803333,
82795,31/10/2011,0000,29.3,23.364516,20.164516,
82795,30/11/2011,0000,29.843333,23.826667,20.703333,
82795,31/12/2011,0000,30.619355,24.17871,20.812903,
82795,31/01/2012,0000,29.706452,23.709677,20.529032,
82795,29/02/2012,0000,29.313793,23.76,20.751724,
82795,31/03/2012,0000,30.383871,24.408,21.119355,
82795,30/04/2012,0000,31.143333,24.701333,21.19,
82795,31/05/2012,0000,29.529032,23.708667,20.829032,
82795,30/06/2012,0000,27.006897,22.341379,19.723333,
82795,31/07/2012,0000,25.596774,21.251333,18.593548,
82795,31/08/2012,0000,26.848387,21.370968,18.006452,
82795,30/09/2012,0000,28.603333,22.492,18.937931,
82795,31/10/2012,0000,29.303226,23.048,19.712903,
82795,30/11/2012,0000,30.903333,24.011333,20.49,
82795,31/12/2012,0000,31.564516,24.565333,20.919355,
82795,31/01/2013,0000,31.358065,24.881935,21.5,
82795,28/02/2013,0000,31.753571,25.083571,21.230769,
82795,31/03/2013,0000,31.73871,25.409677,21.996774,
82795,30/04/2013,0000,30.776667,24.896,21.62,
82795,31/05/2013,0000,28.012903,23.554839,20.748387,
82795,30/06/2013,0000,26.475862,22.405333,19.873333,
82795,31/07/2013,0000,25.454839,21.525806,18.880645,
82795,31/08/2013,0000,26.496774,21.729032,18.654839,
82795,30/09/2013,0000,27.33,22.110667,18.993333,
82795,31/10/2013,0000,29.416129,23.272903,19.925806,
82795,30/11/2013,0000,29.363333,23.489333,20.083333,
82795,31/12/2013,0000,30.412903,24.116667,20.774194,
82795,31/01/2014,0000,30.590323,24.263226,20.419355,
82795,28/02/2014,0000,29.210714,23.802857,20.892857,
82795,31/03/2014,0000,30.509677,24.570968,21.219355,
82795,30/04/2014,0000,31.33,25.069333,21.766667,
82795,31/05/2014,0000,28.43871,23.399355,20.187097,
82795,30/06/2014,0000,26.71,22.223333,19.35,
82795,31/07/2014,0000,26.335484,21.634839,18.603226,
82795,31/08/2014,0000,26.566667,21.438,18.174194,
82795,30/09/2014,0000,27.29,21.961333,18.86,
82795,31/10/2014,0000,28.525806,22.821935,19.474194,
82795,30/11/2014,0000,30.060714,23.570714,19.963333,
82795,31/12/2014,0000,30.058065,23.900645,20.164516,
82795,31/01/2015,0000,30.583871,24.184,20.273333,
82795,28/02/2015,0000,31.278571,24.83,21.014286,
82795,31/03/2015,0000,29.776667,24.302581,20.867742,
82795,30/04/2015,0000,31.336667,24.971333,21.163333,
82795,31/05/2015,0000,30.332258,24.393333,20.812903,
82795,30/06/2015,0000,26.77,22.317857,19.433333,
82795,31/07/2015,0000,25.112903,21.310667,18.596774,
82795,31/08/2015,0000,26.916129,21.557241,18.174194,
82795,30/09/2015,0000,28.86,22.58069,18.98,
82795,31/10/2015,0000,29.883871,23.150323,19.222581,
82795,30/11/2015,0000,31.513333,23.971724,19.823333,
82795,31/12/2015,0000,31.445455,24.300909,20.172727,
82795,31/01/2016,0000,29.016667,23.880667,20.753333,
82795,29/02/2016,0000,30.110526,24.267059,20.815789,
82795,31/03/2016,0000,30.590476,24.456,20.84,
82795,30/04/2016,0000,29.003333,23.953793,20.603448,
82795,31/05/2016,0000,27.577419,23.191034,19.932258,
82795,30/06/2016,0000,27.873333,22.696,19.153333,
82795,31/07/2016,0000,28.146667,22.097333,17.945161,
82795,31/08/2016,0000,29.073333,22.337333,17.922581,
82795,30/09/2016,0000,29.831034,22.854483,18.583333,
82795,31/10/2016,0000,30.964516,23.812903,19.348387,
82795,30/11/2016,0000,31.106667,24.216,19.806667,
82795,31/12/2016,0000,31.35,24.51,20.238095,
82795,31/01/2017,0000,31.071429,24.428571,20.519048,
82795,28/02/2017,0000,31.35,24.757778,20.832143,
82795,31/03/2017,0000,30.864516,24.778667,21.167742,
82795,30/04/2017,0000,29.67619,24.317778,21.015,
82795,31/05/2017,0000,28.190323,23.491613,20.183871,
82795,30/06/2017,0000,26.366667,22.196,19.366667,
82795,31/07/2017,0000,24.119355,20.353548,17.603226,
82795,31/08/2017,0000,26.864516,21.492903,17.777419,
82795,30/09/2017,0000,27.813333,21.786,17.66,
82795,31/10/2017,0000,29.196774,22.94129,18.906452,
82795,30/11/2017,0000,30.616667,23.798,19.64,
82795,31/12/2017,0000,31.342857,24.507619,20.333333,
82795,31/01/2018,0000,30.506452,24.32,20.432258,
82795,28/02/2018,0000,30.247059,24.331765,20.611765,
82795,31/03/2018,0000,29.56129,24.09871,20.476667,
82795,30/04/2018,0000,27.746667,23.263333,20.083333,
82795,31/05/2018,0000,27.16,22.617931,19.258065,
82795,30/06/2018,0000,26.5,21.8,18.243333,
82795,31/07/2018,0000,26.903226,21.408667,17.725806,
82795,31/08/2018,0000,28.745161,22.276774,18.312903,
82795,30/09/2018,0000,29.42,22.873333,18.78,
82795,31/10/2018,0000,31.083871,23.978667,19.767742,
82795,30/11/2018,0000,31.173333,24.461379,20.406667,
82795,31/12/2018,0000,31.064516,24.621935,20.193548,
